"PassengerId","Survived","Pclass","Name","Sex","Age","SibSp","Parch","Ticket","Fare","Cabin","Embarked","Titles","last_name","iTitles","Family_size","logFare","cabin_l","ticket_t"
747,"0",3,"Abbott, Mr. Rossmore Edward",1,16,1,1,"C.A. 2673",20.25,"",3,"Mr","Abbott",4,2,3.00815479355255,"",4
748,"1",2,"Sinkkonen, Miss. Anna",0,30,0,0,"250648",13,"",3,"Miss","Sinkkonen",3,0,2.56494935746154,"",9
749,"0",1,"Marvin, Mr. Daniel Warner",1,19,1,0,"113773",53.1,"D30",3,"Mr","Marvin",4,1,3.97217692824789,"D",9
750,"0",3,"Connaghton, Mr. Michael",1,31,0,0,"335097",7.75,"",2,"Mr","Connaghton",4,0,2.04769284336526,"",9
751,"1",2,"Wells, Miss. Joan",0,4,1,1,"29103",23,"",3,"Miss","Wells",3,2,3.13549421592915,"",9
752,"1",3,"Moor, Master. Meier",1,6,0,1,"392096",12.475,"E121",3,"Master","Moor",1,1,2.52372664163758,"E",9
753,"0",3,"Vande Velde, Mr. Johannes Joseph",1,33,0,0,"345780",9.5,"",3,"Mr","Vande Velde",4,0,2.2512917986065,"",9
754,"0",3,"Jonkoff, Mr. Lalio",1,23,0,0,"349204",7.8958,"",3,"Mr","Jonkoff",4,0,2.06633097252974,"",9
755,"1",2,"Herman, Mrs. Samuel (Jane Laver)",0,48,1,2,"220845",65,"",3,"Mrs","Herman",5,3,4.17438726989564,"",9
756,"1",2,"Hamalainen, Master. Viljo",1,0.67,1,1,"250649",14.5,"",3,"Master","Hamalainen",1,2,2.67414864942653,"",9
757,"0",3,"Carlsson, Mr. August Sigfrid",1,28,0,0,"350042",7.7958,"",3,"Mr","Carlsson",4,0,2.05358512713461,"",9
758,"0",2,"Bailey, Mr. Percy Andrew",1,18,0,0,"29108",11.5,"",3,"Mr","Bailey",4,0,2.4423470353692,"",9
759,"0",3,"Theobald, Mr. Thomas Leonard",1,34,0,0,"363294",8.05,"",3,"Mr","Theobald",4,0,2.08567209143047,"",9
760,"1",1,"Rothes, the Countess. of (Lucy Noel Martha Dyer-Edwards)",0,33,0,0,"110152",86.5,"B77",3,"Noble","Rothes",6,0,4.46014441393783,"B",9
761,"0",3,"Garfirth, Mr. John",1,29,0,0,"358585",14.5,"",3,"Mr","Garfirth",4,0,2.67414864942653,"",9
762,"0",3,"Nirva, Mr. Iisakki Antino Aijo",1,41,0,0,"SOTON/O2 3101272",7.125,"",3,"Mr","Nirva",4,0,1.96360972615471,"",17
763,"1",3,"Barah, Mr. Hanna Assi",1,20,0,0,"2663",7.2292,"",1,"Mr","Barah",4,0,1.97812837997935,"",9
764,"1",1,"Carter, Mrs. William Ernest (Lucile Polk)",0,36,1,2,"113760",120,"B96 B98",3,"Mrs","Carter",5,3,4.78749174278205,"B",9
765,"0",3,"Eklund, Mr. Hans Linus",1,16,0,0,"347074",7.775,"",3,"Mr","Eklund",4,0,2.0509134580653,"",9
766,"1",1,"Hogeboom, Mrs. John C (Anna Andrews)",0,51,1,0,"13502",77.9583,"D11",3,"Mrs","Hogeboom",5,1,4.35617406834722,"D",9
767,"0",1,"Brewe, Dr. Arthur Jackson",1,42,0,0,"112379",39.6,"",1,"Others","Brewe",7,0,3.67882911826043,"",9
768,"0",3,"Mangan, Miss. Mary",0,30.5,0,0,"364850",7.75,"",2,"Miss","Mangan",3,0,2.04769284336526,"",9
769,"0",3,"Moran, Mr. Daniel J",1,31,1,0,"371110",24.15,"",2,"Mr","Moran",4,1,3.18428438009858,"",9
770,"0",3,"Gronnestad, Mr. Daniel Danielsen",1,32,0,0,"8471",8.3625,"",3,"Mr","Gronnestad",4,0,2.12375742545435,"",9
771,"0",3,"Lievens, Mr. Rene Aime",1,24,0,0,"345781",9.5,"",3,"Mr","Lievens",4,0,2.2512917986065,"",9
772,"0",3,"Jensen, Mr. Niels Peder",1,48,0,0,"350047",7.8542,"",3,"Mr","Jensen",4,0,2.06104842056294,"",9
773,"0",2,"Mack, Mrs. (Mary)",0,57,0,0,"S.O./P.P. 3",10.5,"E77",3,"Mrs","Mack",5,0,2.35137525716348,"E",14
774,"0",3,"Elias, Mr. Dibo",1,29,0,0,"2674",7.225,"",1,"Mr","Elias",4,0,1.9775472339985,"",9
775,"1",2,"Hocking, Mrs. Elizabeth (Eliza Needs)",0,54,1,3,"29105",23,"",3,"Mrs","Hocking",5,4,3.13549421592915,"",9
776,"0",3,"Myhrman, Mr. Pehr Fabian Oliver Malkolm",1,18,0,0,"347078",7.75,"",3,"Mr","Myhrman",4,0,2.04769284336526,"",9
777,"0",3,"Tobin, Mr. Roger",1,29,0,0,"383121",7.75,"F38",2,"Mr","Tobin",4,0,2.04769284336526,"F",9
778,"1",3,"Emanuel, Miss. Virginia Ethel",0,5,0,0,"364516",12.475,"",3,"Miss","Emanuel",3,0,2.52372664163758,"",9
779,"0",3,"Kilgannon, Mr. Thomas J",1,29,0,0,"36865",7.7375,"",2,"Mr","Kilgannon",4,0,2.04607863801071,"",9
780,"1",1,"Robert, Mrs. Edward Scott (Elisabeth Walton McMillan)",0,43,0,1,"24160",211.3375,"B3",3,"Mrs","Robert",5,1,5.35345638166308,"B",9
781,"1",3,"Ayoub, Miss. Banoura",0,13,0,0,"2687",7.2292,"",1,"Miss","Ayoub",3,0,1.97812837997935,"",9
782,"1",1,"Dick, Mrs. Albert Adrian (Vera Gillespie)",0,17,1,0,"17474",57,"B20",3,"Mrs","Dick",5,1,4.04305126783455,"B",9
783,"0",1,"Long, Mr. Milton Clyde",1,29,0,0,"113501",30,"D6",3,"Mr","Long",4,0,3.40119738166216,"D",9
784,"0",3,"Johnston, Mr. Andrew G",1,30,1,2,"W./C. 6607",23.45,"",3,"Mr","Johnston",4,3,3.15487049489229,"",21
785,"0",3,"Ali, Mr. William",1,25,0,0,"SOTON/O.Q. 3101312",7.05,"",3,"Mr","Ali",4,0,1.95302761682418,"",17
786,"0",3,"Harmer, Mr. Abraham (David Lishin)",1,25,0,0,"374887",7.25,"",3,"Mr","Harmer",4,0,1.98100146886658,"",9
787,"1",3,"Sjoblom, Miss. Anna Sofia",0,18,0,0,"3101265",7.4958,"",3,"Miss","Sjoblom",3,0,2.0143428636837,"",9
788,"0",3,"Rice, Master. George Hugh",1,8,4,1,"382652",29.125,"",2,"Master","Rice",1,4,3.37159691188586,"",9
789,"1",3,"Dean, Master. Bertram Vere",1,1,1,2,"C.A. 2315",20.575,"",3,"Master","Dean",1,3,3.02407674656313,"",4
790,"0",1,"Guggenheim, Mr. Benjamin",1,46,0,0,"PC 17593",79.2,"B82 B84",1,"Mr","Guggenheim",4,0,4.37197629882038,"B",11
791,"0",3,"Keane, Mr. Andrew ""Andy""",1,29,0,0,"12460",7.75,"",2,"Mr","Keane",4,0,2.04769284336526,"",9
792,"0",2,"Gaskell, Mr. Alfred",1,16,0,0,"239865",26,"",3,"Mr","Gaskell",4,0,3.25809653802148,"",9
793,"0",3,"Sage, Miss. Stella Anna",0,18,8,2,"CA. 2343",69.55,"",3,"Miss","Sage",3,4,4.24204591836945,"",4
794,"0",1,"Hoyt, Mr. William Fisher",1,29,0,0,"PC 17600",30.6958,"",1,"Mr","Hoyt",4,0,3.42412583741652,"",11
795,"0",3,"Dantcheff, Mr. Ristiu",1,25,0,0,"349203",7.8958,"",3,"Mr","Dantcheff",4,0,2.06633097252974,"",9
796,"0",2,"Otter, Mr. Richard",1,39,0,0,"28213",13,"",3,"Mr","Otter",4,0,2.56494935746154,"",9
797,"1",1,"Leader, Dr. Alice (Farnham)",0,49,0,0,"17465",25.9292,"D17",3,"Others","Leader",7,0,3.25536974677999,"D",9
798,"1",3,"Osman, Mrs. Mara",0,31,0,0,"349244",8.6833,"",3,"Mrs","Osman",5,0,2.16140164075231,"",9
799,"0",3,"Ibrahim Shawah, Mr. Yousseff",1,30,0,0,"2685",7.2292,"",1,"Mr","Ibrahim Shawah",4,0,1.97812837997935,"",9
800,"0",3,"Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert)",0,30,1,1,"345773",24.15,"",3,"Mrs","Van Impe",5,2,3.18428438009858,"",9
801,"0",2,"Ponesell, Mr. Martin",1,34,0,0,"250647",13,"",3,"Mr","Ponesell",4,0,2.56494935746154,"",9
802,"1",2,"Collyer, Mrs. Harvey (Charlotte Annie Tate)",0,31,1,1,"C.A. 31921",26.25,"",3,"Mrs","Collyer",5,2,3.26766598903763,"",4
803,"1",1,"Carter, Master. William Thornton II",1,11,1,2,"113760",120,"B96 B98",3,"Master","Carter",1,3,4.78749174278205,"B",9
804,"1",3,"Thomas, Master. Assad Alexander",1,0.42,0,1,"2625",8.5167,"",1,"Master","Thomas",1,1,2.14202894186827,"",9
805,"1",3,"Hedman, Mr. Oskar Arvid",1,27,0,0,"347089",6.975,"",3,"Mr","Hedman",4,0,1.94233232770743,"",9
806,"0",3,"Johansson, Mr. Karl Johan",1,31,0,0,"347063",7.775,"",3,"Mr","Johansson",4,0,2.0509134580653,"",9
807,"0",1,"Andrews, Mr. Thomas Jr",1,39,0,0,"112050",0,"A36",3,"Mr","Andrews",4,0,0,"A",9
808,"0",3,"Pettersson, Miss. Ellen Natalia",0,18,0,0,"347087",7.775,"",3,"Miss","Pettersson",3,0,2.0509134580653,"",9
809,"0",2,"Meyer, Mr. August",1,39,0,0,"248723",13,"",3,"Mr","Meyer",4,0,2.56494935746154,"",9
810,"1",1,"Chambers, Mrs. Norman Campbell (Bertha Griggs)",0,33,1,0,"113806",53.1,"E8",3,"Mrs","Chambers",5,1,3.97217692824789,"E",9
811,"0",3,"Alexander, Mr. William",1,26,0,0,"3474",7.8875,"",3,"Mr","Alexander",4,0,2.06527922786733,"",9
812,"0",3,"Lester, Mr. James",1,39,0,0,"A/4 48871",24.15,"",3,"Mr","Lester",4,0,3.18428438009858,"",1
813,"0",2,"Slemen, Mr. Richard James",1,35,0,0,"28206",10.5,"",3,"Mr","Slemen",4,0,2.35137525716348,"",9
814,"0",3,"Andersson, Miss. Ebba Iris Alfrida",0,6,4,2,"347082",31.275,"",3,"Miss","Andersson",3,4,3.44281905635297,"",9
815,"0",3,"Tomlin, Mr. Ernest Portage",1,30.5,0,0,"364499",8.05,"",3,"Mr","Tomlin",4,0,2.08567209143047,"",9
816,"0",1,"Fry, Mr. Richard",1,26,0,0,"112058",0,"B102",3,"Mr","Fry",4,0,0,"B",9
817,"0",3,"Heininen, Miss. Wendla Maria",0,23,0,0,"STON/O2. 3101290",7.925,"",3,"Miss","Heininen",3,0,2.07002231976334,"",19
818,"0",2,"Mallet, Mr. Albert",1,31,1,1,"S.C./PARIS 2079",37.0042,"",1,"Mr","Mallet",4,2,3.61103141971557,"",12
819,"0",3,"Holm, Mr. John Fredrik Alexander",1,43,0,0,"C 7075",6.45,"",3,"Mr","Holm",4,0,1.86408013080768,"",3
820,"0",3,"Skoog, Master. Karl Thorsten",1,10,3,2,"347088",27.9,"",3,"Master","Skoog",1,4,3.32862668882732,"",9
821,"1",1,"Hays, Mrs. Charles Melville (Clara Jennings Gregg)",0,52,1,1,"12749",93.5,"B69",3,"Mrs","Hays",5,2,4.53796143629464,"B",9
822,"1",3,"Lulic, Mr. Nikola",1,27,0,0,"315098",8.6625,"",3,"Mr","Lulic",4,0,2.15900336451602,"",9
823,"0",1,"Reuchlin, Jonkheer. John George",1,38,0,0,"19972",0,"",3,"Noble","Reuchlin",6,0,0,"",9
824,"1",3,"Moor, Mrs. (Beila)",0,27,0,1,"392096",12.475,"E121",3,"Mrs","Moor",5,1,2.52372664163758,"E",9
825,"0",3,"Panula, Master. Urho Abraham",1,2,4,1,"3101295",39.6875,"",3,"Master","Panula",1,4,3.68103627665291,"",9
826,"0",3,"Flynn, Mr. John",1,29,0,0,"368323",6.95,"",2,"Mr","Flynn",4,0,1.9387416595767,"",9
827,"0",3,"Lam, Mr. Len",1,29,0,0,"1601",56.4958,"",3,"Mr","Lam",4,0,4.03416629910613,"",9
828,"1",2,"Mallet, Master. Andre",1,1,0,2,"S.C./PARIS 2079",37.0042,"",1,"Master","Mallet",1,2,3.61103141971557,"",12
829,"1",3,"McCormack, Mr. Thomas Joseph",1,29,0,0,"367228",7.75,"",2,"Mr","McCormack",4,0,2.04769284336526,"",9
830,"1",1,"Stone, Mrs. George Nelson (Martha Evelyn)",0,62,0,0,"113572",80,"B28",3,"Mrs","Stone",5,0,4.38202663467388,"B",9
831,"1",3,"Yasbeck, Mrs. Antoni (Selini Alexander)",0,15,1,0,"2659",14.4542,"",1,"Mrs","Yasbeck",5,1,2.6709850297652,"",9
832,"1",2,"Richards, Master. George Sibley",1,0.83,1,1,"29106",18.75,"",3,"Master","Richards",1,2,2.93119375241642,"",9
833,"0",3,"Saad, Mr. Amin",1,29,0,0,"2671",7.2292,"",1,"Mr","Saad",4,0,1.97812837997935,"",9
834,"0",3,"Augustsson, Mr. Albert",1,23,0,0,"347468",7.8542,"",3,"Mr","Augustsson",4,0,2.06104842056294,"",9
835,"0",3,"Allum, Mr. Owen George",1,18,0,0,"2223",8.3,"",3,"Mr","Allum",4,0,2.11625551480255,"",9
836,"1",1,"Compton, Miss. Sara Rebecca",0,39,1,1,"PC 17756",83.1583,"E49",1,"Miss","Compton",3,2,4.42074602026042,"E",11
837,"0",3,"Pasic, Mr. Jakob",1,21,0,0,"315097",8.6625,"",3,"Mr","Pasic",4,0,2.15900336451602,"",9
838,"0",3,"Sirota, Mr. Maurice",1,29,0,0,"392092",8.05,"",3,"Mr","Sirota",4,0,2.08567209143047,"",9
839,"1",3,"Chip, Mr. Chang",1,32,0,0,"1601",56.4958,"",3,"Mr","Chip",4,0,4.03416629910613,"",9
840,"1",1,"Marechal, Mr. Pierre",1,29,0,0,"11774",29.7,"C47",1,"Mr","Marechal",4,0,3.39114704580865,"C",9
841,"0",3,"Alhomaki, Mr. Ilmari Rudolf",1,20,0,0,"SOTON/O2 3101287",7.925,"",3,"Mr","Alhomaki",4,0,2.07002231976334,"",17
842,"0",2,"Mudd, Mr. Thomas Charles",1,16,0,0,"S.O./P.P. 3",10.5,"",3,"Mr","Mudd",4,0,2.35137525716348,"",14
843,"1",1,"Serepeca, Miss. Augusta",0,30,0,0,"113798",31,"",1,"Miss","Serepeca",3,0,3.43398720448515,"",9
844,"0",3,"Lemberopolous, Mr. Peter L",1,34.5,0,0,"2683",6.4375,"",1,"Mr","Lemberopolous",4,0,1.86214026598985,"",9
845,"0",3,"Culumovic, Mr. Jeso",1,17,0,0,"315090",8.6625,"",3,"Mr","Culumovic",4,0,2.15900336451602,"",9
846,"0",3,"Abbing, Mr. Anthony",1,42,0,0,"C.A. 5547",7.55,"",3,"Mr","Abbing",4,0,2.02154756326093,"",4
847,"0",3,"Sage, Mr. Douglas Bullen",1,39,8,2,"CA. 2343",69.55,"",3,"Mr","Sage",4,4,4.24204591836945,"",4
848,"0",3,"Markoff, Mr. Marin",1,35,0,0,"349213",7.8958,"",1,"Mr","Markoff",4,0,2.06633097252974,"",9
849,"0",2,"Harper, Rev. John",1,28,0,1,"248727",33,"",3,"Others","Harper",7,1,3.49650756146648,"",9
850,"1",1,"Goldenberg, Mrs. Samuel L (Edwiga Grabowska)",0,35,1,0,"17453",89.1042,"C92",1,"Mrs","Goldenberg",5,1,4.48980647141294,"C",9
851,"0",3,"Andersson, Master. Sigvard Harald Elias",1,4,4,2,"347082",31.275,"",3,"Master","Andersson",1,4,3.44281905635297,"",9
852,"0",3,"Svensson, Mr. Johan",1,74,0,0,"347060",7.775,"",3,"Mr","Svensson",4,0,2.0509134580653,"",9
853,"0",3,"Boulos, Miss. Nourelain",0,9,1,1,"2678",15.2458,"",1,"Miss","Boulos",3,2,2.7243040552851,"",9
854,"1",1,"Lines, Miss. Mary Conover",0,16,0,1,"PC 17592",39.4,"D28",3,"Miss","Lines",3,1,3.67376581630389,"D",11
855,"0",2,"Carter, Mrs. Ernest Courtenay (Lilian Hughes)",0,44,1,0,"244252",26,"",3,"Mrs","Carter",5,1,3.25809653802148,"",9
856,"1",3,"Aks, Mrs. Sam (Leah Rosen)",0,18,0,1,"392091",9.35,"",3,"Mrs","Aks",5,1,2.2353763433006,"",9
857,"1",1,"Wick, Mrs. George Dennick (Mary Hitchcock)",0,45,1,1,"36928",164.8667,"",3,"Mrs","Wick",5,2,5.10513726860277,"",9
858,"1",1,"Daly, Mr. Peter Denis ",1,51,0,0,"113055",26.55,"E17",3,"Mr","Daly",4,0,3.27902974768795,"E",9
859,"1",3,"Baclini, Mrs. Solomon (Latifa Qurban)",0,24,0,3,"2666",19.2583,"",1,"Mrs","Baclini",5,3,2.95794213663839,"",9
860,"0",3,"Razi, Mr. Raihed",1,29,0,0,"2629",7.2292,"",1,"Mr","Razi",4,0,1.97812837997935,"",9
861,"0",3,"Hansen, Mr. Claus Peter",1,41,2,0,"350026",14.1083,"",3,"Mr","Hansen",4,2,2.64676327667848,"",9
862,"0",2,"Giles, Mr. Frederick Edward",1,21,1,0,"28134",11.5,"",3,"Mr","Giles",4,1,2.4423470353692,"",9
863,"1",1,"Swift, Mrs. Frederick Joel (Margaret Welles Barron)",0,48,0,0,"17466",25.9292,"D17",3,"Mrs","Swift",5,0,3.25536974677999,"D",9
864,"0",3,"Sage, Miss. Dorothy Edith ""Dolly""",0,18,8,2,"CA. 2343",69.55,"",3,"Miss","Sage",3,4,4.24204591836945,"",4
865,"0",2,"Gill, Mr. John William",1,24,0,0,"233866",13,"",3,"Mr","Gill",4,0,2.56494935746154,"",9
866,"1",2,"Bystrom, Mrs. (Karolina)",0,42,0,0,"236852",13,"",3,"Mrs","Bystrom",5,0,2.56494935746154,"",9
867,"1",2,"Duran y More, Miss. Asuncion",0,27,1,0,"SC/PARIS 2149",13.8583,"",1,"Miss","Duran y More",3,1,2.62888433111635,"",12
868,"0",1,"Roebling, Mr. Washington Augustus II",1,31,0,0,"PC 17590",50.4958,"A24",3,"Mr","Roebling",4,0,3.92189016450581,"A",11
869,"0",3,"van Melkebeke, Mr. Philemon",1,29,0,0,"345777",9.5,"",3,"Mr","van Melkebeke",4,0,2.2512917986065,"",9
870,"1",3,"Johnson, Master. Harold Theodor",1,4,1,1,"347742",11.1333,"",3,"Master","Johnson",1,2,2.40994061729809,"",9
871,"0",3,"Balkic, Mr. Cerin",1,26,0,0,"349248",7.8958,"",3,"Mr","Balkic",4,0,2.06633097252974,"",9
872,"1",1,"Beckwith, Mrs. Richard Leonard (Sallie Monypeny)",0,47,1,1,"11751",52.5542,"D35",3,"Mrs","Beckwith",5,2,3.96184501801123,"D",9
873,"0",1,"Carlsson, Mr. Frans Olof",1,33,0,0,"695",5,"B51 B53 B55",3,"Mr","Carlsson",4,0,1.6094379124341,"B",9
874,"0",3,"Vander Cruyssen, Mr. Victor",1,47,0,0,"345765",9,"",3,"Mr","Vander Cruyssen",4,0,2.19722457733622,"",9
875,"1",2,"Abelson, Mrs. Samuel (Hannah Wizosky)",0,28,1,0,"P/PP 3381",24,"",1,"Mrs","Abelson",5,1,3.17805383034795,"",10
876,"1",3,"Najib, Miss. Adele Kiamie ""Jane""",0,15,0,0,"2667",7.225,"",1,"Miss","Najib",3,0,1.9775472339985,"",9
877,"0",3,"Gustafsson, Mr. Alfred Ossian",1,20,0,0,"7534",9.8458,"",3,"Mr","Gustafsson",4,0,2.28704496831231,"",9
878,"0",3,"Petroff, Mr. Nedelio",1,19,0,0,"349212",7.8958,"",3,"Mr","Petroff",4,0,2.06633097252974,"",9
879,"0",3,"Laleff, Mr. Kristo",1,29,0,0,"349217",7.8958,"",3,"Mr","Laleff",4,0,2.06633097252974,"",9
880,"1",1,"Potter, Mrs. Thomas Jr (Lily Alexenia Wilson)",0,56,0,1,"11767",83.1583,"C50",1,"Mrs","Potter",5,1,4.42074602026042,"C",9
881,"1",2,"Shelley, Mrs. William (Imanita Parrish Hall)",0,25,0,1,"230433",26,"",3,"Mrs","Shelley",5,1,3.25809653802148,"",9
882,"0",3,"Markun, Mr. Johann",1,33,0,0,"349257",7.8958,"",3,"Mr","Markun",4,0,2.06633097252974,"",9
883,"0",3,"Dahlberg, Miss. Gerda Ulrika",0,22,0,0,"7552",10.5167,"",3,"Miss","Dahlberg",3,0,2.3529644698862,"",9
884,"0",2,"Banfield, Mr. Frederick James",1,28,0,0,"C.A./SOTON 34068",10.5,"",3,"Mr","Banfield",4,0,2.35137525716348,"",4
885,"0",3,"Sutehall, Mr. Henry Jr",1,25,0,0,"SOTON/OQ 392076",7.05,"",3,"Mr","Sutehall",4,0,1.95302761682418,"",17
886,"0",3,"Rice, Mrs. William (Margaret Norton)",0,39,0,5,"382652",29.125,"",2,"Mrs","Rice",5,4,3.37159691188586,"",9
887,"0",2,"Montvila, Rev. Juozas",1,27,0,0,"211536",13,"",3,"Others","Montvila",7,0,2.56494935746154,"",9
888,"1",1,"Graham, Miss. Margaret Edith",0,19,0,0,"112053",30,"B42",3,"Miss","Graham",3,0,3.40119738166216,"B",9
889,"0",3,"Johnston, Miss. Catherine Helen ""Carrie""",0,4.5,1,2,"W./C. 6607",23.45,"",3,"Miss","Johnston",3,3,3.15487049489229,"",21
890,"1",1,"Behr, Mr. Karl Howell",1,26,0,0,"111369",30,"C148",1,"Mr","Behr",4,0,3.40119738166216,"C",9
891,"0",3,"Dooley, Mr. Patrick",1,32,0,0,"370376",7.75,"",2,"Mr","Dooley",4,0,2.04769284336526,"",9
892,NA,3,"Kelly, Mr. James",1,34.5,0,0,"330911",7.8292,"",2,"Mr","Kelly",4,0,2.05786033364623,"",9
893,NA,3,"Wilkes, Mrs. James (Ellen Needs)",0,47,1,0,"363272",7,"",3,"Mrs","Wilkes",5,1,1.94591014905531,"",9
894,NA,2,"Myles, Mr. Thomas Francis",1,62,0,0,"240276",9.6875,"",2,"Mr","Myles",4,0,2.27083639467947,"",9
895,NA,3,"Wirz, Mr. Albert",1,27,0,0,"315154",8.6625,"",3,"Mr","Wirz",4,0,2.15900336451602,"",9
896,NA,3,"Hirvonen, Mrs. Alexander (Helga E Lindqvist)",0,22,1,1,"3101298",12.2875,"",3,"Mrs","Hirvonen",5,2,2.50858248547328,"",9
897,NA,3,"Svensson, Mr. Johan Cervin",1,14,0,0,"7538",9.225,"",3,"Mr","Svensson",4,0,2.22191718992659,"",9
898,NA,3,"Connolly, Miss. Kate",0,30,0,0,"330972",7.6292,"",2,"Miss","Connolly",3,0,2.03198299052013,"",9
899,NA,2,"Caldwell, Mr. Albert Francis",1,26,1,1,"248738",29,"",3,"Mr","Caldwell",4,2,3.36729582998647,"",9
900,NA,3,"Abrahim, Mrs. Joseph (Sophie Halaut Easu)",0,18,0,0,"2657",7.2292,"",1,"Mrs","Abrahim",5,0,1.97812837997935,"",9
901,NA,3,"Davies, Mr. John Samuel",1,21,2,0,"A/4 48871",24.15,"",3,"Mr","Davies",4,2,3.18428438009858,"",1
902,NA,3,"Ilieff, Mr. Ylio",1,29,0,0,"349220",7.8958,"",3,"Mr","Ilieff",4,0,2.06633097252974,"",9
903,NA,1,"Jones, Mr. Charles Cresson",1,46,0,0,"694",26,"",3,"Mr","Jones",4,0,3.25809653802148,"",9
904,NA,1,"Snyder, Mrs. John Pillsbury (Nelle Stevenson)",0,23,1,0,"21228",82.2667,"B45",3,"Mrs","Snyder",5,1,4.40996640854943,"B",9
905,NA,2,"Howard, Mr. Benjamin",1,63,1,0,"24065",26,"",3,"Mr","Howard",4,1,3.25809653802148,"",9
906,NA,1,"Chaffee, Mrs. Herbert Fuller (Carrie Constance Toogood)",0,47,1,0,"W.E.P. 5734",61.175,"E31",3,"Mrs","Chaffee",5,1,4.11373860932874,"E",23
907,NA,2,"del Carlo, Mrs. Sebastiano (Argenia Genovesi)",0,24,1,0,"SC/PARIS 2167",27.7208,"",1,"Mrs","del Carlo",5,1,3.32218303393412,"",12
908,NA,2,"Keane, Mr. Daniel",1,35,0,0,"233734",12.35,"",2,"Mr","Keane",4,0,2.51365606307399,"",9
909,NA,3,"Assaf, Mr. Gerios",1,21,0,0,"2692",7.225,"",1,"Mr","Assaf",4,0,1.9775472339985,"",9
910,NA,3,"Ilmakangas, Miss. Ida Livija",0,27,1,0,"STON/O2. 3101270",7.925,"",3,"Miss","Ilmakangas",3,1,2.07002231976334,"",19
911,NA,3,"Assaf Khalil, Mrs. Mariana (Miriam"")""",0,45,0,0,"2696",7.225,"",1,"Mrs","Assaf Khalil",5,0,1.9775472339985,"",9
912,NA,1,"Rothschild, Mr. Martin",1,55,1,0,"PC 17603",59.4,"",1,"Mr","Rothschild",4,1,4.0842942263686,"",11
913,NA,3,"Olsen, Master. Artur Karl",1,9,0,1,"C 17368",3.1708,"",3,"Master","Olsen",1,1,1.15398392198086,"",3
914,NA,1,"Flegenheim, Mrs. Alfred (Antoinette)",0,36,0,0,"PC 17598",31.6833,"",3,"Mrs","Flegenheim",5,0,3.45578972818792,"",11
915,NA,1,"Williams, Mr. Richard Norris II",1,21,0,1,"PC 17597",61.3792,"",1,"Mr","Williams",4,1,4.11707101554523,"",11
916,NA,1,"Ryerson, Mrs. Arthur Larned (Emily Maria Borie)",0,48,1,3,"PC 17608",262.375,"B57 B59 B63 B66",1,"Mrs","Ryerson",5,4,5.5697747781408,"B",11
917,NA,3,"Robins, Mr. Alexander A",1,50,1,0,"A/5. 3337",14.5,"",3,"Mr","Robins",4,1,2.67414864942653,"",1
918,NA,1,"Ostby, Miss. Helene Ragnhild",0,22,0,1,"113509",61.9792,"B36",1,"Miss","Ostby",3,1,4.12679884488682,"B",9
919,NA,3,"Daher, Mr. Shedid",1,22.5,0,0,"2698",7.225,"",1,"Mr","Daher",4,0,1.9775472339985,"",9
920,NA,1,"Brady, Mr. John Bertram",1,41,0,0,"113054",30.5,"A21",3,"Mr","Brady",4,0,3.41772668361337,"A",9
921,NA,3,"Samaan, Mr. Elias",1,31,2,0,"2662",21.6792,"",1,"Mr","Samaan",4,2,3.07635327552161,"",9
922,NA,2,"Louch, Mr. Charles Alexander",1,50,1,0,"SC/AH 3085",26,"",3,"Mr","Louch",4,1,3.25809653802148,"",12
923,NA,2,"Jefferys, Mr. Clifford Thomas",1,24,2,0,"C.A. 31029",31.5,"",3,"Mr","Jefferys",4,2,3.44998754583159,"",4
924,NA,3,"Dean, Mrs. Bertram (Eva Georgetta Light)",0,33,1,2,"C.A. 2315",20.575,"",3,"Mrs","Dean",5,3,3.02407674656313,"",4
925,NA,3,"Johnston, Mrs. Andrew G (Elizabeth Lily"" Watson)""",0,30,1,2,"W./C. 6607",23.45,"",3,"Mrs","Johnston",5,3,3.15487049489229,"",21
926,NA,1,"Mock, Mr. Philipp Edmund",1,30,1,0,"13236",57.75,"C78",1,"Mr","Mock",4,1,4.0561233494019,"C",9
927,NA,3,"Katavelas, Mr. Vassilios (Catavelas Vassilios"")""",1,18.5,0,0,"2682",7.2292,"",1,"Mr","Katavelas",4,0,1.97812837997935,"",9
928,NA,3,"Roth, Miss. Sarah A",0,22,0,0,"342712",8.05,"",3,"Miss","Roth",3,0,2.08567209143047,"",9
929,NA,3,"Cacic, Miss. Manda",0,21,0,0,"315087",8.6625,"",3,"Miss","Cacic",3,0,2.15900336451602,"",9
930,NA,3,"Sap, Mr. Julius",1,25,0,0,"345768",9.5,"",3,"Mr","Sap",4,0,2.2512917986065,"",9
931,NA,3,"Hee, Mr. Ling",1,29,0,0,"1601",56.4958,"",3,"Mr","Hee",4,0,4.03416629910613,"",9
932,NA,3,"Karun, Mr. Franz",1,39,0,1,"349256",13.4167,"",1,"Mr","Karun",4,1,2.59650019966543,"",9
933,NA,1,"Franklin, Mr. Thomas Parham",1,29,0,0,"113778",26.55,"D34",3,"Mr","Franklin",4,0,3.27902974768795,"D",9
